Key,File,Type,UsedInMainMenu,english
eventAECWaveChallengeWave_msg,,,false,"CONTRACT WAVE: Enemies are inbound. Grab the supply drops before the next timer expires."
eventAECWaveChallengeChat_001,,,false,"| [00E5FF]WAVE 1/100:[-] Zombies are coming."
eventAECWaveChallengeChat_002,,,false,"| [00E5FF]WAVE 2/100:[-] Zombies are coming."
eventAECWaveChallengeChat_003,,,false,"| [00E5FF]WAVE 3/100:[-] Zombies are coming."
eventAECWaveChallengeChat_004,,,false,"| [00E5FF]WAVE 4/100:[-] Zombies are coming."
eventAECWaveChallengeChat_005,,,false,"| [00E5FF]WAVE 5/100:[-] Zombies are coming."
eventAECWaveChallengeChat_006,,,false,"| [00E5FF]WAVE 6/100:[-] Zombies are coming."
eventAECWaveChallengeChat_007,,,false,"| [00E5FF]WAVE 7/100:[-] Zombies are coming."
eventAECWaveChallengeChat_008,,,false,"| [00E5FF]WAVE 8/100:[-] Zombies are coming."
eventAECWaveChallengeChat_009,,,false,"| [00E5FF]WAVE 9/100:[-] Zombies are coming."
eventAECWaveChallengeChat_010,,,false,"| [00E5FF]WAVE 10/100:[-] Zombies are coming."
eventAECWaveChallengeChat_011,,,false,"| [00E5FF]WAVE 11/100:[-] Zombies are coming."
eventAECWaveChallengeChat_012,,,false,"| [00E5FF]WAVE 12/100:[-] Zombies are coming."
eventAECWaveChallengeChat_013,,,false,"| [00E5FF]WAVE 13/100:[-] Zombies are coming."
eventAECWaveChallengeChat_014,,,false,"| [00E5FF]WAVE 14/100:[-] Zombies are coming."
eventAECWaveChallengeChat_015,,,false,"| [00E5FF]WAVE 15/100:[-] Zombies are coming."
eventAECWaveChallengeChat_016,,,false,"| [00E5FF]WAVE 16/100:[-] Zombies are coming."
eventAECWaveChallengeChat_017,,,false,"| [00E5FF]WAVE 17/100:[-] Zombies are coming."
eventAECWaveChallengeChat_018,,,false,"| [00E5FF]WAVE 18/100:[-] Zombies are coming."
eventAECWaveChallengeChat_019,,,false,"| [00E5FF]WAVE 19/100:[-] Zombies are coming."
eventAECWaveChallengeChat_020,,,false,"| [00E5FF]WAVE 20/100:[-] Zombies are coming."
eventAECWaveChallengeChat_021,,,false,"| [00E5FF]WAVE 21/100:[-] Zombies are coming."
eventAECWaveChallengeChat_022,,,false,"| [00E5FF]WAVE 22/100:[-] Zombies are coming."
eventAECWaveChallengeChat_023,,,false,"| [00E5FF]WAVE 23/100:[-] Zombies are coming."
eventAECWaveChallengeChat_024,,,false,"| [00E5FF]WAVE 24/100:[-] Zombies are coming."
eventAECWaveChallengeChat_025,,,false,"| [00E5FF]WAVE 25/100:[-] Zombies are coming."
eventAECWaveChallengeChat_026,,,false,"| [00E5FF]WAVE 26/100:[-] Zombies are coming."
eventAECWaveChallengeChat_027,,,false,"| [00E5FF]WAVE 27/100:[-] Zombies are coming."
eventAECWaveChallengeChat_028,,,false,"| [00E5FF]WAVE 28/100:[-] Zombies are coming."
eventAECWaveChallengeChat_029,,,false,"| [00E5FF]WAVE 29/100:[-] Zombies are coming."
eventAECWaveChallengeChat_030,,,false,"| [00E5FF]WAVE 30/100:[-] Zombies are coming."
eventAECWaveChallengeChat_031,,,false,"| [00E5FF]WAVE 31/100:[-] Zombies are coming."
eventAECWaveChallengeChat_032,,,false,"| [00E5FF]WAVE 32/100:[-] Zombies are coming."
eventAECWaveChallengeChat_033,,,false,"| [00E5FF]WAVE 33/100:[-] Zombies are coming."
eventAECWaveChallengeChat_034,,,false,"| [00E5FF]WAVE 34/100:[-] Zombies are coming."
eventAECWaveChallengeChat_035,,,false,"| [00E5FF]WAVE 35/100:[-] Zombies are coming."
eventAECWaveChallengeChat_036,,,false,"| [00E5FF]WAVE 36/100:[-] Zombies are coming."
eventAECWaveChallengeChat_037,,,false,"| [00E5FF]WAVE 37/100:[-] Zombies are coming."
eventAECWaveChallengeChat_038,,,false,"| [00E5FF]WAVE 38/100:[-] Zombies are coming."
eventAECWaveChallengeChat_039,,,false,"| [00E5FF]WAVE 39/100:[-] Zombies are coming."
eventAECWaveChallengeChat_040,,,false,"| [00E5FF]WAVE 40/100:[-] Zombies are coming."
eventAECWaveChallengeChat_041,,,false,"| [00E5FF]WAVE 41/100:[-] Zombies are coming."
eventAECWaveChallengeChat_042,,,false,"| [00E5FF]WAVE 42/100:[-] Zombies are coming."
eventAECWaveChallengeChat_043,,,false,"| [00E5FF]WAVE 43/100:[-] Zombies are coming."
eventAECWaveChallengeChat_044,,,false,"| [00E5FF]WAVE 44/100:[-] Zombies are coming."
eventAECWaveChallengeChat_045,,,false,"| [00E5FF]WAVE 45/100:[-] Zombies are coming."
eventAECWaveChallengeChat_046,,,false,"| [00E5FF]WAVE 46/100:[-] Zombies are coming."
eventAECWaveChallengeChat_047,,,false,"| [00E5FF]WAVE 47/100:[-] Zombies are coming."
eventAECWaveChallengeChat_048,,,false,"| [00E5FF]WAVE 48/100:[-] Zombies are coming."
eventAECWaveChallengeChat_049,,,false,"| [00E5FF]WAVE 49/100:[-] Zombies are coming."
eventAECWaveChallengeChat_050,,,false,"| [00E5FF]WAVE 50/100:[-] Zombies are coming."
eventAECWaveChallengeChat_051,,,false,"| [00E5FF]WAVE 51/100:[-] Zombies are coming."
eventAECWaveChallengeChat_052,,,false,"| [00E5FF]WAVE 52/100:[-] Zombies are coming."
eventAECWaveChallengeChat_053,,,false,"| [00E5FF]WAVE 53/100:[-] Zombies are coming."
eventAECWaveChallengeChat_054,,,false,"| [00E5FF]WAVE 54/100:[-] Zombies are coming."
eventAECWaveChallengeChat_055,,,false,"| [00E5FF]WAVE 55/100:[-] Zombies are coming."
eventAECWaveChallengeChat_056,,,false,"| [00E5FF]WAVE 56/100:[-] Zombies are coming."
eventAECWaveChallengeChat_057,,,false,"| [00E5FF]WAVE 57/100:[-] Zombies are coming."
eventAECWaveChallengeChat_058,,,false,"| [00E5FF]WAVE 58/100:[-] Zombies are coming."
eventAECWaveChallengeChat_059,,,false,"| [00E5FF]WAVE 59/100:[-] Zombies are coming."
eventAECWaveChallengeChat_060,,,false,"| [00E5FF]WAVE 60/100:[-] Zombies are coming."
eventAECWaveChallengeChat_061,,,false,"| [00E5FF]WAVE 61/100:[-] Zombies are coming."
eventAECWaveChallengeChat_062,,,false,"| [00E5FF]WAVE 62/100:[-] Zombies are coming."
eventAECWaveChallengeChat_063,,,false,"| [00E5FF]WAVE 63/100:[-] Zombies are coming."
eventAECWaveChallengeChat_064,,,false,"| [00E5FF]WAVE 64/100:[-] Zombies are coming."
eventAECWaveChallengeChat_065,,,false,"| [00E5FF]WAVE 65/100:[-] Zombies are coming."
eventAECWaveChallengeChat_066,,,false,"| [00E5FF]WAVE 66/100:[-] Zombies are coming."
eventAECWaveChallengeChat_067,,,false,"| [00E5FF]WAVE 67/100:[-] Zombies are coming."
eventAECWaveChallengeChat_068,,,false,"| [00E5FF]WAVE 68/100:[-] Zombies are coming."
eventAECWaveChallengeChat_069,,,false,"| [00E5FF]WAVE 69/100:[-] Zombies are coming."
eventAECWaveChallengeChat_070,,,false,"| [00E5FF]WAVE 70/100:[-] Zombies are coming."
eventAECWaveChallengeChat_071,,,false,"| [00E5FF]WAVE 71/100:[-] Zombies are coming."
eventAECWaveChallengeChat_072,,,false,"| [00E5FF]WAVE 72/100:[-] Zombies are coming."
eventAECWaveChallengeChat_073,,,false,"| [00E5FF]WAVE 73/100:[-] Zombies are coming."
eventAECWaveChallengeChat_074,,,false,"| [00E5FF]WAVE 74/100:[-] Zombies are coming."
eventAECWaveChallengeChat_075,,,false,"| [00E5FF]WAVE 75/100:[-] Zombies are coming."
eventAECWaveChallengeChat_076,,,false,"| [00E5FF]WAVE 76/100:[-] Zombies are coming."
eventAECWaveChallengeChat_077,,,false,"| [00E5FF]WAVE 77/100:[-] Zombies are coming."
eventAECWaveChallengeChat_078,,,false,"| [00E5FF]WAVE 78/100:[-] Zombies are coming."
eventAECWaveChallengeChat_079,,,false,"| [00E5FF]WAVE 79/100:[-] Zombies are coming."
eventAECWaveChallengeChat_080,,,false,"| [00E5FF]WAVE 80/100:[-] Zombies are coming."
eventAECWaveChallengeChat_081,,,false,"| [00E5FF]WAVE 81/100:[-] Zombies are coming."
eventAECWaveChallengeChat_082,,,false,"| [00E5FF]WAVE 82/100:[-] Zombies are coming."
eventAECWaveChallengeChat_083,,,false,"| [00E5FF]WAVE 83/100:[-] Zombies are coming."
eventAECWaveChallengeChat_084,,,false,"| [00E5FF]WAVE 84/100:[-] Zombies are coming."
eventAECWaveChallengeChat_085,,,false,"| [00E5FF]WAVE 85/100:[-] Zombies are coming."
eventAECWaveChallengeChat_086,,,false,"| [00E5FF]WAVE 86/100:[-] Zombies are coming."
eventAECWaveChallengeChat_087,,,false,"| [00E5FF]WAVE 87/100:[-] Zombies are coming."
eventAECWaveChallengeChat_088,,,false,"| [00E5FF]WAVE 88/100:[-] Zombies are coming."
eventAECWaveChallengeChat_089,,,false,"| [00E5FF]WAVE 89/100:[-] Zombies are coming."
eventAECWaveChallengeChat_090,,,false,"| [00E5FF]WAVE 90/100:[-] Zombies are coming."
eventAECWaveChallengeChat_091,,,false,"| [00E5FF]WAVE 91/100:[-] Zombies are coming."
eventAECWaveChallengeChat_092,,,false,"| [00E5FF]WAVE 92/100:[-] Zombies are coming."
eventAECWaveChallengeChat_093,,,false,"| [00E5FF]WAVE 93/100:[-] Zombies are coming."
eventAECWaveChallengeChat_094,,,false,"| [00E5FF]WAVE 94/100:[-] Zombies are coming."
eventAECWaveChallengeChat_095,,,false,"| [00E5FF]WAVE 95/100:[-] Zombies are coming."
eventAECWaveChallengeChat_096,,,false,"| [00E5FF]WAVE 96/100:[-] Zombies are coming."
eventAECWaveChallengeChat_097,,,false,"| [00E5FF]WAVE 97/100:[-] Zombies are coming."
eventAECWaveChallengeChat_098,,,false,"| [00E5FF]WAVE 98/100:[-] Zombies are coming."
eventAECWaveChallengeChat_099,,,false,"| [00E5FF]WAVE 99/100:[-] Zombies are coming."
eventAECWaveChallengeChat_100,,,false,"| [00E5FF]WAVE 100/100:[-] Zombies are coming."
questAECWaveChallenge_obj_wave,quests,,false,"Wave {0}/{1}: Survive the timer"
eventAECDoomlordBossSpawn_msg,,,false,"THE DOOMLORD ARRIVES — Demolishman himself is here!"
questAECDoomlordHordeShotgunWild_name,quests,,false,"[FF4500]Shotgun Rush — Open Field[-]"
questAECDoomlordHordeShotgunWild_subtitle,quests,,false,"Doomlord T3 Horde"
questAECDoomlordHordeShotgunWild_description,quests,,false,"Activate the rally, place the lure, then stop five waves of Doomlord Shotgun troopers in open terrain."
questAECDoomlordHordeShotgunWild_offer,quests,,false,"Shotgun rush in the open. Trigger the rally, set the lure, and hold through five waves."
questAECDoomlordHordeShotgunWild_statement,quests,,false,"and wipe out five waves of Shotgun troopers."
questAECDoomlordHordeShotgunWild_response,quests,,false,"AEC HORDE - [FF4500]Shotgun Rush — Open Field[-]"
questAECDoomlordHordeShotgunWild_completion,quests,,false,"Open field cleared. Nice work."
questAECDoomlordHordeMagnumWild_name,quests,,false,"[FF4500]Magnum Patrol[-]"
questAECDoomlordHordeMagnumWild_subtitle,quests,,false,"Doomlord T3 Horde"
questAECDoomlordHordeMagnumWild_description,quests,,false,"Activate the rally, place the lure, then intercept five waves of Magnum Guard units patrolling in the open."
questAECDoomlordHordeMagnumWild_offer,quests,,false,"Magnum patrol spotted in the open. Trigger the rally, drop the lure, and prepare for five waves of heavy firepower."
questAECDoomlordHordeMagnumWild_statement,quests,,false,"and wipe five Magnum patrol waves."
questAECDoomlordHordeMagnumWild_response,quests,,false,"AEC HORDE - [FF4500]Magnum Patrol[-]"
questAECDoomlordHordeMagnumWild_completion,quests,,false,"Magnum patrol eliminated. Well done."
questAECDoomlordHordeKnifeWild_name,quests,,false,"[FF4500]Knife Ambush[-]"
questAECDoomlordHordeKnifeWild_subtitle,quests,,false,"Doomlord T3 Horde"
questAECDoomlordHordeKnifeWild_description,quests,,false,"Activate the rally, place the lure, then survive five waves of Doomlord Knife Runners in the open."
questAECDoomlordHordeKnifeWild_offer,quests,,false,"Knife runners in the open. Trigger the rally, set the lure, and keep moving through five fast waves."
questAECDoomlordHordeKnifeWild_statement,quests,,false,"and cut down five waves of Knife Runners."
questAECDoomlordHordeKnifeWild_response,quests,,false,"AEC HORDE - [FF4500]Knife Ambush[-]"
questAECDoomlordHordeKnifeWild_completion,quests,,false,"Ambush broken. Those runners never had a chance."
questAECDoomlordHordeGrenadierPOI_name,quests,,false,"[FF4500]Grenadier Defense[-]"
questAECDoomlordHordeGrenadierPOI_subtitle,quests,,false,"Doomlord T3 Defense"
questAECDoomlordHordeGrenadierPOI_description,quests,,false,"Clear the POI first, then hold against waves of Doomlord Grenadiers."
questAECDoomlordHordeGrenadierPOI_offer,quests,,false,"Grenadiers are hitting a site. Three waves. Spread out — don't cluster."
questAECDoomlordHordeGrenadierPOI_statement,quests,,false,"Defend the site against three Grenadier waves."
questAECDoomlordHordeGrenadierPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDoomlordHordeGrenadierPOI_completion,quests,,false,"Position defended. Grenadiers neutralized."
questAECDoomlordHordeRocketPOI_name,quests,,false,"[FF4500]Rocket Defense[-]"
questAECDoomlordHordeRocketPOI_subtitle,quests,,false,"Doomlord T3 Defense"
questAECDoomlordHordeRocketPOI_description,quests,,false,"Clear the POI first, then hold against waves of Doomlord Rocket troopers."
questAECDoomlordHordeRocketPOI_offer,quests,,false,"Rockets incoming at a site. Fewer of them but each one can level the place. Three waves."
questAECDoomlordHordeRocketPOI_statement,quests,,false,"Defend the site against three Rocket waves."
questAECDoomlordHordeRocketPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDoomlordHordeRocketPOI_completion,quests,,false,"Site held. Rocket Corps repelled."
questAECDoomlordHordePistolPOI_name,quests,,false,"[FF4500]Pistol Defense[-]"
questAECDoomlordHordePistolPOI_subtitle,quests,,false,"Doomlord T3 Defense"
questAECDoomlordHordePistolPOI_description,quests,,false,"Clear the POI first, then hold against waves of Doomlord Pistol squads."
questAECDoomlordHordePistolPOI_offer,quests,,false,"Pistol squads converging on a site. Three waves of fast movers. Get there quickly."
questAECDoomlordHordePistolPOI_statement,quests,,false,"Defend the site against three Pistol Squad waves."
questAECDoomlordHordePistolPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDoomlordHordePistolPOI_completion,quests,,false,"Pistol squads repelled. Position secure."
questAECDoomlordHordeSniperPOI_name,quests,,false,"[FF4500]Sniper Defense[-]"
questAECDoomlordHordeSniperPOI_subtitle,quests,,false,"Doomlord T3 Defense"
questAECDoomlordHordeSniperPOI_description,quests,,false,"Clear the POI first, then hold against waves of Doomlord Snipers."
questAECDoomlordHordeSniperPOI_offer,quests,,false,"Snipers are locking down a site. Three waves. Keep your head down."
questAECDoomlordHordeSniperPOI_statement,quests,,false,"Defend the site against three Sniper waves."
questAECDoomlordHordeSniperPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDoomlordHordeSniperPOI_completion,quests,,false,"Snipers cleared. Site secured."
questAECDoomlordHordeMinionPOI_name,quests,,false,"[FF4500]Minion Defense[-]"
questAECDoomlordHordeMinionPOI_subtitle,quests,,false,"Doomlord T3 Defense"
questAECDoomlordHordeMinionPOI_description,quests,,false,"Clear the POI first, then hold against waves of Doomlord minions."
questAECDoomlordHordeMinionPOI_offer,quests,,false,"Minion swarm at a site. Three waves. Basic enemies but they come in numbers."
questAECDoomlordHordeMinionPOI_statement,quests,,false,"Defend the site against three Doomlord Minion waves."
questAECDoomlordHordeMinionPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDoomlordHordeMinionPOI_completion,quests,,false,"Minions repelled. Site held."
itemAECDoomlordContract_ShotgunWild,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Doomlord Contract | Shotgun Horde[-]"
itemAECDoomlordContract_ShotgunWild_desc,,,false,"Contract: Eliminate five waves of Doomlord Shotgun troopers in open terrain."
itemAECDoomlordContract_MagnumWild,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Doomlord Contract | Magnum Horde[-]"
itemAECDoomlordContract_MagnumWild_desc,,,false,"Contract: Hunt down five waves of Doomlord Magnum patrols in the open."
itemAECDoomlordContract_KnifeWild,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Doomlord Contract | Knife Horde[-]"
itemAECDoomlordContract_KnifeWild_desc,,,false,"Contract: Destroy five waves of Doomlord Knife Runner ambushes in open terrain."
itemAECDoomlordContract_GrenadierPOI,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Doomlord Contract | Grenadier Defense[-]"
itemAECDoomlordContract_GrenadierPOI_desc,,,false,"Contract: Defend a location against three waves of Doomlord Grenadiers."
itemAECDoomlordContract_RocketPOI,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Doomlord Contract | Rocket Defense[-]"
itemAECDoomlordContract_RocketPOI_desc,,,false,"Contract: Defend a location against three reduced waves of Doomlord Rocket troopers."
itemAECDoomlordContract_PistolPOI,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Doomlord Contract | Pistol Defense[-]"
itemAECDoomlordContract_PistolPOI_desc,,,false,"Contract: Defend a location against three waves of Doomlord Pistol squads."
itemAECDoomlordContract_SniperPOI,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Doomlord Contract | Sniper Defense[-]"
itemAECDoomlordContract_SniperPOI_desc,,,false,"Contract: Defend a location against three waves of Doomlord Snipers."
itemAECDoomlordContract_MinionPOI,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Doomlord Contract | Minion Defense[-]"
itemAECDoomlordContract_MinionPOI_desc,,,false,"Contract: Defend a location against three waves of Doomlord base minions."
questAECDoomlordLastAssault_name,quests,,false,"[FF0000]The Last Assault[-]"
questAECDoomlordLastAssault_subtitle,quests,,false,"Doomlord T6 Final Gauntlet"
